,State,Year,Quater,Pincode,User_count
165,delhi,2019,2,110059,274593
166,delhi,2019,3,110059,300007
167,delhi,2019,4,110059,320535
168,delhi,2020,1,110059,342152
169,delhi,2020,2,110059,365614
170,delhi,2020,3,110059,393571
171,delhi,2020,4,110059,423149
172,delhi,2021,1,110059,454201
173,delhi,2021,2,110059,485328
174,delhi,2021,3,110059,520096
